41.1411229;1.2361675;41.1410636;1.2363393;41.1410106;1.2365141;41.1409669;1.2366891;41.1409317;1.2368647;41.1409057;1.2370415;41.1408894;1.2372137;41.1408842;1.237378;41.1408881;1.2375309;41.1408957;1.2376712;41.1409066;1.2377961;41.1409167;1.2379131;41.1409245;1.2380173;41.1409266;1.238117;41.1409221;1.2382157;41.1409155;1.2383165;41.1409025;1.2384171;41.1408805;1.2385167;41.1408454;1.2386148;41.1407951;1.2387076;41.1407342;1.238795;41.14066;1.2388724;41.1405741;1.2389416;41.1404827;1.2389957;41.1403795;1.2390311;41.1402622;1.2390489;41.1401376;1.2390619;41.140014;1.2390675;41.1398911;1.2390588;41.1397675;1.2390431
41.1396406;1.2390205;41.1395115;1.2389883;41.1393811;1.2389424;41.1392496;1.2388855;41.1391123;1.2388227;41.1389708;1.23875;41.1388279;1.2386653;41.1386836;1.2385749;41.138534;1.2384718;41.1383811;1.238355;41.138227;1.2382326;41.1380695;1.2381104;41.1379102;1.2379924;41.1377514;1.2378814;41.1375946;1.2377761;41.1374379;1.2376816;41.137278;1.2376017;41.1371114;1.2375403;41.1369414;1.2375055;41.1367701;1.2374849;41.1366013;1.2374846;41.1364293;1.2375095;41.1362601;1.2375526;41.136091;1.2376113;41.1359209;1.2376843;41.1357537;1.2377707;41.1355898;1.2378589;41.1354279;1.237947;41.1352685;1.2380302;41.1351122;1.238108
41.1349515;1.2381864;41.1347898;1.2382622;41.1346287;1.2383365;41.1344669;1.2384096;41.134304;1.238484;41.1341416;1.238557;41.1339783;1.2386302;41.1338144;1.2387025;41.1336473;1.2387721;41.1334777;1.2388417;41.1333089;1.2389118;41.1331575;1.2389812;41.133002;1.2390485;41.1328481;1.2391125;41.1326959;1.2391766;41.1325449;1.2392408;41.1323949;1.2393066;41.1322458;1.2393714;41.132096;1.2394345;41.1319433;1.2394978;41.1317911;1.2395625;41.1316353;1.2396294;41.1314786;1.2396984;41.1313196;1.2397688;41.1311583;1.2398401;41.1309961;1.2399104;41.130832;1.2399835;41.1306618;1.2400594;41.1304877;1.2401383;41.130309;1.2402215
41.1301284;1.2403065;41.1299485;1.2403904;41.1297647;1.240473;41.1295768;1.240554;41.1293899;1.2406328;41.1292096;1.2407075;41.1290379;1.2407795;41.1288719;1.2408509;41.1287093;1.2409231;41.1285482;1.2409977;41.1283864;1.2410725;41.1282229;1.2411479;41.1280581;1.2412235;41.1278948;1.2413034;41.1277325;1.2413824;41.1275728;1.2414586;41.1274155;1.2415323;41.1272601;1.2416069;41.127108;1.2416805;41.1269589;1.2417513;41.1268107;1.2418179;41.1266659;1.2418826;41.1265239;1.2419463;41.126384;1.2420072;41.1262499;1.2420638;41.1261242;1.2421159;41.1260041;1.2421644;41.1258895;1.2422104;41.1257802;1.2422535;41.1256762;1.2422971
41.1255781;1.24234;41.1254842;1.2423805;41.1253955;1.2424179;41.1253119;1.2424542;41.1252347;1.2424887;41.1251668;1.2425175;41.1251136;1.2425413;41.1250303;1.2425651;41.1249846;1.2425682;41.1249357;1.24256;41.1248837;1.2425375;41.1248233;1.2425086;41.1247585;1.2424836;41.1246935;1.2424671;41.1246293;1.2424728;41.1245663;1.2425036;41.1245133;1.2425518;41.1244716;1.2426213;41.1244445;1.2427038;41.1244269;1.2427825;41.1244022;1.2428555;41.1243643;1.2429155;41.1243166;1.2429641;41.1242583;1.2429974;41.1241947;1.2430229;41.1241241;1.2430464;41.1240526;1.2430695;41.1239817;1.243097;41.1239087;1.2431245;41.1238399;1.2431517
41.1237735;1.2431778;41.1237073;1.2432041;41.1236452;1.2432308;41.1235897;1.2432561;41.1235448;1.2432784;41.1234858;1.2433149;41.1234384;1.2433396;41.1233677;1.2433741;41.1233196;1.2433994;41.1232675;1.2434253;41.1232147;1.2434518;41.1231665;1.2434754;41.123098;1.2435165;41.1230524;1.2435443;41.1230052;1.2435623;41.12293;1.2435873;41.1228449;1.2436083;41.1227676;1.2436561;41.1227141;1.2437479;41.122683;1.243792;41.1226703;1.2438791;41.122736;1.2439474;41.122794;1.2439863;41.1228337;1.2440181;41.1228764;1.2441102;41.1228967;1.2442227;41.1229055;1.2442937;41.1229187;1.2443684;41.122934;1.2444445;41.122949;1.2445158
41.1229646;1.2445801;41.1229819;1.2446402;41.122997;1.2446974;41.1230105;1.2447577;41.1230249;1.2448237;41.1230402;1.2448964;41.1230622;1.2449696;41.1230784;1.2450402;41.123091;1.2451051;41.1231073;1.2452111;41.1231212;1.2452968;41.1231402;1.2453692;41.1231352;1.2454486;41.123121;1.2455715;41.1231226;1.2456432;41.1231314;1.2457223;41.1231358;1.245805;41.1231429;1.2458929;41.1231503;1.2459862;41.1231541;1.2460826;41.1231526;1.2461812;41.1231447;1.2462746;41.1231413;1.2463622;41.1231394;1.2464403;41.1231438;1.246519;41.1231487;1.2466004;41.1231527;1.2466882;41.1231484;1.2467832;41.1231449;1.2468773;41.1231304;1.2469726
41.1231139;1.2470698;41.1230978;1.2471626;41.1230814;1.247256;41.1230581;1.2473513;41.1230379;1.247442;41.1230227;1.2475293;41.1230023;1.2476129;41.1229769;1.2477015;41.1229456;1.2477979;41.1229114;1.2478981;41.1228697;1.2480016;41.1228236;1.2481031;41.1227725;1.2482027;41.1227187;1.2483026;41.1226577;1.2483976;41.1225938;1.2484978;41.1225346;1.2486139;41.122478;1.2487309;41.1224279;1.2488399;41.1223852;1.2489304;41.1223514;1.2490062;41.1223267;1.2490662;41.1222995;1.2491418;41.122255;1.2492171;41.1222012;1.2492995;41.1221691;1.2493589;41.1221338;1.2494264;41.122093;1.2494971;41.1220514;1.2495717;41.1220101;1.2496447
41.1219647;1.2497143;41.1219172;1.2497797;41.1218701;1.2498454;41.1218244;1.2499171;41.121778;1.2499896;41.121735;1.2500639;41.1216882;1.2501313;41.1216425;1.2502016;41.1216005;1.2502713;41.1215612;1.2503331;41.1215244;1.250388;41.1214896;1.2504386;41.1214546;1.2504873;41.1214191;1.2505267;41.1213504;1.2505866;41.1212957;1.2506336;41.1212537;1.2506947;41.1211964;1.2507444;41.1211516;1.2507929;41.1211303;1.2508554;41.1211047;1.2509425;41.1210733;1.2510204;41.1210372;1.2510871;41.1210051;1.2511525;41.1209796;1.2512157;41.1209503;1.2512733;41.1209436;1.2513702;41.1208801;1.2513581;41.1208306;1.2513527;41.1207747;1.2513652
41.1207209;1.2514041;41.1206716;1.2514693;41.1206201;1.2515419;41.120569;1.2516212;41.1205134;1.251703;41.1204515;1.251792;41.1203929;1.2518799;41.1203401;1.2519687;41.1202972;1.2520465;41.1202581;1.252115;41.1202099;1.252193;41.1201775;1.2522448;41.1201305;1.2523248;41.1200705;1.2523882;41.1200347;1.2524411;41.1199855;1.2525279;41.1199468;1.2526295;41.1198954;1.2527237;41.1198386;1.2528009;41.1198148;1.2528545;41.1197736;1.2529506;41.1197416;1.2530055;41.1197639;1.2530647;41.1197622;1.2531249;41.1197476;1.2531839;41.1197132;1.2532512;41.119693;1.2533175;41.1196651;1.2533904;41.1195983;1.2534284;41.1195538;1.2534783
